department,group,course,date,rating,text,url,sentiment_score,sentiment_label
CS,STEM,CS 3240,Updated 5/06/20,4.67,"Sherriff is a great lecturer who loves cracking jokes. He's probably the best lecturer in CS I've had and can explain concepts clearly. The course itself is really practical with a nod to mental health and other real life problems with a few drops. This is a super helpful course to get students somewhat of an industry experience. You'll learn useful concepts such as MVC, agile, project management, GitHub, and Django. Plus, the project you'll work on is something that you can talk to with employers. I would definitely recommend this class for anyone as prep for internships or jobs.",https://thecourseforum.com/course/7610/599/,0.9814,Positive
BIOL,STEM,BIOL 2100,Updated 12/13/15,3.67,"If you're dedicated to some natural sciences (and if you're premed), you should definitely take this class. It's not particularly easy, but if you study hard and pay attention during lectures you should get an A or a B+. Kittlesen usually does a VERY good job during his lectures, and he 's great slowing things down and explaining tough concepts during office hours. The major problem I had with this course was with the mandatory lab section. The lab descriptions were complex, and everyone sort of adopted the mentality, ""well the directions say to pipette this much liquid into this little cup, I have no idea what it is but the directions say to do it."" I wish I had paid closer attention to what we were actually doing in lab, especially since Kittlesen asks you questions about it on tests.",https://thecourseforum.com/course/11772/300/,0.9142,Positive
BIOL,STEM,BIOL 2100,Updated 12/17/15,5.0,"This was a great class! It's not 100% necessary to do the readings before class, but keep up with them as best you can since you get a lot more out of lectures if you understand the material. To do well on tests, you have to make sure you understand the material and can reason with it, rather than just memorizing. Specifically, when you go over experiments in the textbook and in class, understand why certain techniques are used, why the results were what they were, and be able to predict what the outcome of the experiment would be if he changed a few aspects of the protocol (this was a huge part of the final exam). Overall, Kittlesen was great and I thoroughly enjoyed this class. An A, and certainly a B, is absolutely doable so long as you take this class seriously and do the work you're assigned. I would highly recommend this class.",https://thecourseforum.com/course/11772/300/,0.9892,Positive
BIOL,STEM,BIOL 2100,Updated 12/28/15,3.33,"I am one of the few who did not really like Kittlesen. He is very knowledgable in his stuff but attending lectures is almost pointless; I only attended them for clicker points. His lectures are confusing and rather than teaching the concepts, he will talk about specific cases before making sure the students understand the basic concept. However, the textbook was my savior so make sure you read that and do Mastering Bio. It doesn't really matter in the end though because there's only one professor for this course so make the best of it and good luck.",https://thecourseforum.com/course/11772/300/,0.9578,Positive
BIOL,STEM,BIOL 2100,Updated 12/28/15,3.67,"Overall I thought it was a worthwhile class and that prof Kittlesen was a great professor. He is really passionate about biology and that really shows during his lectures. However, both his clicker questions and test questions are pretty difficult; they test your understanding to a very detailed level. I cannot emphasize enough how important it is to take good lecture notes (implying that you should definitely show up). This is tough at times because he moves through the material pretty quickly but try your best to write down the main ideas of what he is saying. You will definitely need them when studying for his tests. I really enjoyed this class, but that being said, it does take a lot of work to do well.",https://thecourseforum.com/course/11772/300/,0.9794,Positive
BIOL,STEM,BIOL 2100,Updated 1/11/16,4.33,"Professor Kittlesen is a GREAT professor. He is very dedicated to his students and makes himself very accessible to students and has a ton of office hours. The class was fairly challenging, and even though I am not planning on continuing with science I still enjoyed the class because of Kittlesen's teaching style. I'd recommend doing in-depth readings because all reading topics seemed to be fair game for the tests, even if it wasn't gone over in huge detail in class (also, make sure to show up to class and take good notes). Highly recommend this class for anyone interested in intro biology/wants to get a feel for biology!",https://thecourseforum.com/course/11772/300/,0.982,Positive
BIOL,STEM,BIOL 2100,Updated 1/20/16,4.67,Great class definitely recommend even though I got a grade lower than I had expected when I signed up for this course.  You will definitely reap what you sow and Kittlesen will definitely test you on your preparation and understanding of the material.  Exams are challenging but if you start preparing a week in advance you won't be losing too much sleep.  Definitely a weed out but don't get discouraged by others who speak poorly of the class or Kittlesen he's one of the best lecturers and you will definitely get accustomed to the work it takes to get to Medical School if that's your path!,https://thecourseforum.com/course/11772/300/,0.9786,Positive
BIOL,STEM,BIOL 2100,Updated 1/28/16,4.0,"A good old, weed-out intro bio course. Kittlesen is pretty kooky and makes students laugh during lecture. But his tests really make you prepare. Labs are tested, as are the lectures and Mastering Biology. Read the textbook, take notes from it, and use his office hours. I didn't get the grade that I expected, but this really made me realize that I needed to prepare heavily for higher courses.",https://thecourseforum.com/course/11772/300/,0.6542,Positive
BIOL,STEM,BIOL 2100,Updated 2/21/16,4.33,"Kittlesen is a fantastic lecturer so it is definitely worth going to class. Also, a lot of his tests are from lecture so that's another reason to go. His clicker questions give you a 1% boost at the end of the semester, which is really useful. Exams definitely required some effort and critical thinking, but he gives you more than enough time to take them. Got an A in the class but I must have studied for about 8 hours over the course of 5 days to prepare for each exam. Definitely a great class. Kittlesen is a wonderful teacher and lecturer.",https://thecourseforum.com/course/11772/300/,0.9728,Positive
BIOL,STEM,BIOL 2100,Updated 11/14/16,5.0,"LOVE LOVE LOVE THIS COURSE. If you have even the slightest interest in biology, I highly highly recommend taking this course. I did not take AP Bio in high school but I did the readings and took notes on them before every lecture (which is necessary if you are like me and had not taken bio in a long time) which really helped the lectures make sense. On days I hadn't read before class I felt very lost and was unable to take notes. The homework is done through mastering bio and is very helpful in understanding the material and doesn't take too much time. (Theres either 1 or 2 due every week or every other week) I probably studied 10 hours over 3ish days before each exam and got an A/A- on each. The exams are nice because if you understand the material most of the questions aren't too difficult, but some require you to apply knowledge you have learned to a new example. Usually if a question is too difficult he'll throw it out. This class is definitely not too difficult if you are willing to dedicate time to it. It also helps if you find biology interesting in general or else it could be hard to focus on studying. A lot of my friends put the same amount of work in for studying but didn't do the readings/take notes in class and ended up getting B's or C's on the exams. So it's definitely not a class to take if you are interested in the subject but not willing to read. Also, Kittlesen is a really good lecturer as far as being kind of funny and engaging students in what he is teaching. He is definitely the most dad professor I have ever had. Clicker questions are every class so make sure you attend because you get extra points at the end based on participation. He usually tries to trick you on these, only to try to explain the concept so that ""the answer becomes clear"" without actually saying the right answer until someone in lecture will be like...""So what's the answer?"".tl;dr great class, interesting material, requires effort, fair exams, highly recommend",https://thecourseforum.com/course/11772/300/,0.9977,Positive
BIOL,STEM,BIOL 2100,Updated 12/20/16,4.67,"Dave is such a phenomenal professor. He's so incredibly knowledgable and passionate about biology. He really cares about his students and makes sure the students are prepared for future science courses. I found his class to be pretty easy, although I do realize I was in the minority. If you have a strong biology background, this course will be no problem for you. If not, this class will build you a strong background. His tests are all multiple choice and fair, but you must have read the textbook material and be able to synthesize and apply the material, not just recite. The homework for the course is mostly online and very easy. 100% recommend this course. Professor Kittlesen is the best!",https://thecourseforum.com/course/11772/300/,0.9822,Positive
BIOL,STEM,BIOL 2200,Updated 5/07/17,4.0,Manson is very knowledgeable of the material and is a very entertaining lecturer. She always shows up smiling and eager to teach the material. The material in this class is not very difficult but the tests could get difficult unless a lot of studying was put in.,https://thecourseforum.com/course/12581/6844/,0.3094,Positive
BIOL,STEM,BIOL 2200,Updated 5/08/17,4.0,"Professor Manson is great! She's enthusiastic, funny, and knowledgable.  There is a lot of reading but it's manageable. The tests do require a lot of studying beforehand, though. They aren't easy but not impossible either.  As with other science classes, I'd recommend recording the lectures.",https://thecourseforum.com/course/12581/6844/,0.7213,Positive
BIOL,STEM,BIOL 2200,Updated 5/15/17,2.33,"Don't take this class if you don't need to. She did not curve any exam scores nor the final grade, using the excuse ""Oh we had such a high average grade for the  class that I determined that no curve was necessary.""",https://thecourseforum.com/course/12581/6844/,0.128,Positive
BIOL,STEM,BIOL 2200,Updated 5/15/17,3.33,"Manson is a very interesting lecturer, but this class overall is very hard if you aren't a science-y person. The information in lecture is very straightforward, but all of the exam questions are based on applications of the material, so you REALLY have to know your stuff. She did not curve the tests at the end of the semester, which ultimately hurt my grade, but if you can stay average on each of the midterms you will be fine. Bottom line: don't take this class if you're not a science major.",https://thecourseforum.com/course/12581/6844/,-0.5335,Negative
BIOL,STEM,BIOL 2200,Updated 5/16/17,1.33,"Bio 2200 Lab is a waste of time and very frustrating because it has a huge impact on your grade, so you need to devote a lot of time to it to make sure you do as well as possible, but if you have a bad TA (which happens the vast majority of the time) you're screwed.There is reading assigned for basically every lecture, you don't really have to read to be okay in the class. Study everything she goes over in lecture because it's all fair game but that's the stuff she likes to focus on. Use easy notecards to study.",https://thecourseforum.com/course/12581/6844/,0.825,Positive
BIOL,STEM,BIOL 2200,Updated 5/21/17,2.0,"Despite her haphazard passion for BIOL 2200, Manson fails at engaging students. Her class is extremely plant focused, speeding through the human anatomy, and swooning over her love for all plants. Nonetheless, her style and Canadian butchering of English words are bearable if you're a good test-taker. Tests are 80% of the grade and like others have said, she does not curve. The lab completely depends on your TA; meaning you could be in there the entire 2.5 hour block or 30 minutes. I would recommend getting an undergrad TA because most of the GA's are not from this country and are complete boner's about taking this lab as if it is organic chemistry and keeping you in there for 2.5 hours to play cards and sit there while the Hoos are playing basketball.",https://thecourseforum.com/course/12581/6844/,0.9081,Positive
BIOL,STEM,BIOL 2200,Updated 8/23/17,4.0,"The professor made this class super bearable. For bio majors, or for anyone, most ecology and biodiversity is either their thing or its not.  I thought it wouldn't be exciting to me, and really the material wasn't that all fun, but Manson was so excited to teach! Her lectures were super engaging, and her excitedness to teach the course made the class so bearable. I'd say I liked her more than Kittlesen.  Her tests were definitely a bit difficult and tricky and almost as hard as Kittlesen's tests though. I ended with a B+ in the class when I definitely thought I was an A- or higher so I have a feeling I was downcurved.Pro: super engaging professor who loved plants and almost made you also to also love plantsCons: Tests were tricky even still",https://thecourseforum.com/course/12581/6844/,0.9916,Positive
BIOL,STEM,BIOL 2200,Updated 10/25/17,3.67,"I liked Manson and I liked this course. Towards the end it got a little dull, but what can you do you have to take this if you're pre-med. Overall not that bad, just make sure to keep up with readings and to go to office hours if you're confused.",https://thecourseforum.com/course/12581/6844/,0.707,Positive
BIOL,STEM,BIOL 2200,Updated 4/03/18,2.33,"Manson has been one of my least favorite professors to work with. Her class is very unengaging and it often feels like she's trying to butcher every word possible. Her exam questions are often worded very poorly and she refuses to listen to her student's criticisms. When I visited her office hours to discuss a test question, she was extremely condescending and defensive and refused to regrade the question despite admitting fault. One of my least favorite classes but you have to take it for premed . Try and wait for a different professor if possible",https://thecourseforum.com/course/12581/6844/,-0.2427,Negative
BIOL,STEM,BIOL 2200,Updated 4/25/18,1.33,"Overall a horrible experience. Manson is nice and all, but the class was frustrating at best. The average grade on the first test was in the C range, despite it covering material students have known since 7th grade. The material is presented in lecture as if the students were first graders, so I attribute this dissonance to her masking test questions as ""application-based"" when in reality they're just exceptionally confusing and poorly written. The only way to reason out an answer is to find the three answers that make less sense than the ""correct"" answer which still isn't always true. With that said, I learned the hard way to not stress about doing the readings--some of my friends found it only hurt them to know the material presented in the book. Focus on studying the lectures and accept defeat on the few ""trick"" test questions. Most TAs are awful with the exception of maybe two or three, so your lab grade essentially depends on a Russian roulette of scheduling. Unfortunately, the labs take at least 2 hours each, so do yourself a favor and sit next to someone who smells good the first day. The only saving graces are MasteringBio and iClicker questions (although her controversial iClicker questions often sparked lively debate). She spends more time discussing the gymnosperm life cycle than human anatomy and animal phyla combined. I still hate plants.",https://thecourseforum.com/course/12581/6844/,-0.4998,Negative
BIOL,STEM,BIOL 3000,Updated 12/01/05,3.33,"Dr. Green also teaches part of the class. Both teachers are good, and really interested in what they're talking about. Considering its a CORE class and supposed to be not a lot of fun it isn't too bad as long as you study for the tests and go to class",https://thecourseforum.com/course/6537/318/,0.901,Positive
BIOL,STEM,BIOL 3000,Updated 12/08/05,2.33,"Kozminski and Green are both enthusiastic about the material and willing to help, but some people just won't be able to answer the questions no matter how much work is put into it.  Ask questions when you don't know something and GO TO CLASS.",https://thecourseforum.com/course/6537/318/,0.4289,Positive
BIOL,STEM,BIOL 3000,Updated 12/20/05,4.0,"Kozminksi is a difficult professor for sure.  His material is quite interesting however, and he certainly understands it both backwards and forwards.  Be prepared to study very hard for his exams, but overall an enjoyable class.",https://thecourseforum.com/course/6537/318/,0.7615,Positive
BIOL,STEM,BIOL 3000,Updated 2/12/06,2.67,"This class sadly is part of the core curriculum and therefore cannot be avoided.  Professor Carla Green is actually not so bad and her powerpoints are very informative, but Kozminski reminds students of Ben Stein and only has pictures on his powerpoints, thus emphasizing heavy note-taking and reading.",https://thecourseforum.com/course/6537/318/,0.2287,Positive
BIOL,STEM,BIOL 3000,Updated 11/18/10,1.33,"Okay. Do not take this class with Kozminski. I figured it's cell bio, it's going to suck either way so I took it but it is so unbelievably painful it is NOT worth it. Take it with Wormington. I'm warning you now. Keith's tests are absurd. He takes great pride in making very tricky questions and you're going to be supremely annoyed when you get your test back. Yes, he's a nice guy, extremely fair and knows his stuff, but seriously, STAY AWAY.",https://thecourseforum.com/course/6537/318/,0.8535,Positive
BIOL,STEM,BIOL 3000,Updated 12/17/10,3.0,"Not curved, and the grading scale can be really harsh.",https://thecourseforum.com/course/6537/318/,-0.4927,Negative
BIOL,STEM,BIOL 3000,Updated 12/31/10,5.0,"Professor Kozminski is a great professor. His lectures/powerpoints are well-organized topic by topic, and his humor livens up the class. It's also nice to get to know him during office hours!",https://thecourseforum.com/course/6537/318/,0.8516,Positive
BIOL,STEM,BIOL 3000,Updated 4/14/11,3.67,"Exams are tough, there is no curve, study the ppt's extensively as they are the main source of material for exams.",https://thecourseforum.com/course/6537/318/,-0.4019,Negative
BIOL,STEM,BIOL 3000,Updated 10/29/11,2.0,"The class was pretty interesting, however Kozminsky did not make it clear how much of the book we needed to know, and the information was not presented clearly in lecture. What I did learn, however, was very useful in later biology classes. That being said, even though I did well in the class I don't feel like I got much out of it.",https://thecourseforum.com/course/6537/318/,0.6849,Positive
BIOL,STEM,BIOL 3000,Updated 4/20/13,4.67,Professor Kozminski makes lectures interesting and makes it clear on what you should focus on for the exams. Study the powerpoints and make sure you understand the fundamental concepts behind the take home questions presented at the end of each lecture and you should do fine.,https://thecourseforum.com/course/6537/318/,0.8126,Positive
BIOL,STEM,BIOL 3010,Updated 4/18/24,1.0,"Professor Seigrist never seemed thrilled to come to class. I had the split professor semester, so I had Professor Seigrist until Spring break. During the semester, there are 4 exams, weekly homework assignments, and an optional final. You have 2 attempts for the homework, and your lowest exam grade is dropped. Professor Seigrist's exams are incredibly hard, all the questions are conceptual, and the homeworks do not relate to anything on the exam. The lectures are so dense it's impossible to memorize all of the information. She is not helpful, and often would say one thing during lecture, and say the opposite the next day - so every student was confused. I did not enjoy her as a teacher.",https://thecourseforum.com/course/327/4690/,-0.8992,Negative
BIOL,STEM,BIOL 3010,Updated 5/07/24,2.67,"Biol 3010 is a heavy reading, light homework course with 5 exams total (you get to drop your lowest exam score). The homeworks are easy A's, but the exams are fairly difficult and require a good amount of studying and practice with conceptual application before taking them. It is absolutely crucial that you take solid lecture notes and at least skim the readings (there is a lot in the reading that is not discussed in class, however, reading it gives you a better foundation for the exams). And since you are only tested on what is discussed during lecture, it's in your best interest to attend each and every lecture. In my opinion, Professor Siegrist taught the class poorly. She often seemed confused herself when explaining some of the topics and just wasn't the best at clearly explaining/teaching what we needed to know.",https://thecourseforum.com/course/327/4690/,0.9152,Positive
BIOL,STEM,BIOL 3010,Updated 5/10/25,3.33,"I took this course with Professor Siegrist and Professor Bergland, each of them teaching for half of the semester. Siegrist goes slowly through material and sometimes gets lost in her own explainations, but at least you can get all the material down the first time. Her first exam was very easy, while the second was awful and impossible. Professor Bergland moves very quickly through material and has many more slides, making is harder to follow during lectures, especially as he begins discussion about gene editing, which can be more complicated already. Near the end of the semester I stopped watching lectures live because I couldn't keep up and would just watch them back after (I would still join the zoom to get the PollEv points when he did one). I didn't open the textbook even once all semester, the tests use materials from the lectures. USE THE STUDY QUESTIONS that both professors provide. For the final specifically there were some questions that were nearly the same. There are weekly discussion sections that are to ask questions and help review material that are helpful to attend, many of those questions are similar to exam questions. Overall the class is very hard and is a lot of effort, but if you prepare and don't put off studying its doable. I'm saying 5 hours of reading per week but that is because thats how long it took me to watch lectures back.",https://thecourseforum.com/course/327/4690/,0.743,Positive
BIOL,STEM,BIOL 3010,Updated 1/19/26,4.0,"Contrary to popular opinion of biology students here, I actually really liked Siegrist's half of the class. While she speaks in quite the monotone voice, her explanations of concepts always made sense and I thought summarized the concepts excellently. Unlike cell bio, you do NOT need to memorize all of the mechanisms / pathways on her slides; they're often there to expand upon a point she's making. So just be sure to clarify with her what's expected.Her half of the course covers the basics of molecular biology & genetics, covering a version of cell division, transcription, and translation at a higher level than intro bio, but lower than that of cell. After the second exam, you switch to a more evo/eco side of things, which I thought was much more chaotic and of lower quality than Siegrist's half.",https://thecourseforum.com/course/327/4690/,-0.5285,Negative
BIOL,STEM,BIOL 3010,Updated 5/11/19,2.33,"This was a terrible course, simply because we had three professors and none of them were amazing. Galloway was the most confusing and it was really difficult trying to understand what to study. Her lectures were all over the place and could be hard to follow. She was a very nice professor and tried to keep the class fun, but overall it was very hard to study for her tests and Gûler's tests who was another professor as well.  Gûler was not a good lecturer because he was way too quiet and mumbled a lot so it was hard taking good notes (he barely had anything on his slides) and then it was hard having to read it back! Wormington who also taught hard very straightforward lectures that were very easy to follow, but way too much material. Obviously memorizing the lectures is the only way to do well, but you really have to make sure you start early and keep up with the class. Overall it was a difficult course  although they curved a lot. It's only worth it if you know the professor will be good and you have to take the class.",https://thecourseforum.com/course/327/333/,0.9208,Positive
BIOL,STEM,BIOL 3010,Updated 5/11/19,1.33,"There were three professors for this course - Wormington, Guler, and Galloway. This was a terrible course. For anybody who has to take this course, I would honestly wait until UVA finds one professor for this course. There was a curve at the end, but their exams were extremely hard. I had to figure out different ways to study for each of these professors exams. Guler’s lectures were very hard to follow, in my opinion. He would talk way too fast, so I always had to refer back to the textbook. Although I recorded his lectures, it was hard for me to hear what he was saying. He mumbles a lot. Also, Guler did not have anything on his slides except pictures, which was not very helpful. Wormington’s lectures were okay, but he has way too much information on his slides. Galloway lectures was the worst out of both teachers. She would often stutter a lot, and her explanations are trash. She gave baby explanations. (She is way better in her Q&A sections though). Another thing I noticed was she would rarely explain something in lecture, but a question would be asked about it in the TAs practice problems and quizzes. One example is when she mentioned RILs and NILs, but hardly went into detail. After lecture, I would always read the textbook to give me more information about a topic she mentioned in class. The only way to do good in this class was MEMORIZING EVERYTHING!!!! Most of their exams tested on memorization rather than application, and focused on minor details. Another thing that would have helped was if the professors wrote practice exams for us, so we can have some clue of how they will word their questions and what to focus on.",https://thecourseforum.com/course/327/333/,-0.8161,Negative
BIOL,STEM,BIOL 3010,Updated 5/08/20,1.0,"This course was nothing short of a disappointment. Professor Guler and Professor Galloway seemed unprepared for lecture. Neither one was effective at conveying the information in a way that made sense. There was a big disjoint between the material that was taught and the questions asked on the exams - I could know and understand everything from the slides, yet still not do well. Professor Galloway fostered question asking, but wasn't very effective at answering them or explaining concepts in different ways. In fact, multiple times in lecture, she specifically said things like ""I did not explain that very well"" - which is scary to hear as a student. Her exams were even more cryptic than Guler's and I never knew what to expect for my score. Thank god Pass/Fail was an option.",https://thecourseforum.com/course/327/333/,-0.0131,Neutral
BIOL,STEM,BIOL 3010,Updated 5/09/20,2.0,"While Ali and Laura themselves seem like funny, sweet people, the way this course is taught is absolutely atrocious. There are 4 exams which make up the entirety of your grade and what is being asked on those exams is quite possibly out of the bottom of a garbage can. You can spend hours/days memorizing the slides and things will make sense to you by the end, but none of this will matter because the questions on the exams will ask about something the professor probably only talked about for 30 seconds or happens to be transition slide that no one took notes on. The professor also often backtracks and says that she accidentally told us the wrong information last class which isn't exactly what you want to hear. If this course wasn't CR/NC this semester, most people wouldn't gotten extremely low grades. I don't recommend this class at all unless you're a bio major or have a deep desire to learn about genetics in the most unorganized fashion. Good luck",https://thecourseforum.com/course/327/333/,0.7862,Positive
BIOL,STEM,BIOL 3010,Updated 5/17/20,1.33,"This class was a mess. Both professors jump all over the place in lectures and their thought processes are extremely difficult to understand. Exams with both Professor Güler and Galloway were practically impossible. I still can’t figure out where they pulled their questions from and how they thought these questions were testing us on the material that we learned in lectures. I had a good understanding of all of the material that was covered during lectures but once exams came around it didn’t seem like my studying mattered at all. Luckily, the curve was almost 6.5%, so my final grade improved by two letter grades. It’s unfortunate that this class is offered by these professors because the course and information we could learn about has a lot of potential.",https://thecourseforum.com/course/327/333/,0.7994,Positive
BIOL,STEM,BIOL 3010,Updated 12/10/20,2.0,"This semester was split between Galloway and Parichy with 4 equally weighted exams. Galloway has an interesting lecture style (Not in a good way) that is often confusing and needs clarification in office hours. Her test questions are even worse and it's often difficult to understand what she's asking for and trying to test your knowledge of -- it was definitely shocking going from Parichy's exams to hers. My advice would be to use her lectures as a jumping point and using the textbook sparingly. I wouldn't say the textbook is absolutely necessary, but I found it helpful to clarify concepts. A lot of the material is covered in Evo-Eco. The biggest thing for her exams is to go to office hours and listen to her talk, because once you hear her explain things, as confusing as it is, you learn how she thinks and it helps you interpret questions better on the exams. #tCF2020",https://thecourseforum.com/course/327/333/,0.7577,Positive
BIOL,STEM,BIOL 3010,Updated 12/11/20,1.0,"Absolute trainwreck. Professor Galloway cannot complete a sentence without losing her train of thought. This makes it hard to focus on her lectures, and the textbook cannot save you because every (poorly-written) exam question is based on the lecture. She taught the second half of Biol 3010 for me and tanked the decent grade that I had gotten during the first half (with Prof. Guler, who I recommend). If you have the opportunity, take it with someone else.",https://thecourseforum.com/course/327/333/,0.4997,Positive
BIOL,STEM,BIOL 3010,Updated 12/11/20,2.33,"The professor for this course switches halfway through the semester. I took it with Parichy and Galloway. Because I took this course virtually during COVID, exams were open note, but that's not to say they were easy. As far as Galloway goes, her lectures can be a little bit hard to follow and I found her exam questions more confusing that Parichy's. That said, she does make herself available during office hours often. My biggest tip is to read the textbook chapters beforehand -- unlike Parichy, Galloway will tell you which parts of the textbook correspond to lecture. Reading before will help you grasp content which is otherwise pretty scattered in her lectures.",https://thecourseforum.com/course/327/333/,0.8667,Positive
BIOL,STEM,BIOL 3010,Updated 12/13/20,1.0,"I'll start with the positives, she's a nice person. Now to the not so good. Her lectures were so boring and her exam questions were wacky. I don't know what else to say except that if it weren't for Dave's exams, I probably would have gotten a very low grade in this class.",https://thecourseforum.com/course/327/333/,-0.2988,Negative
BIOL,STEM,BIOL 3010,Updated 12/14/20,2.33,Professor Galloway could have been better. I had a high expectation from the first half of the course from Professor Parichy so this second half of the course was a little goofy compared to that. Her exams had tricky worded questions whereas Professor Parichy's exams were more straight forward. People recommended to read the textbook for her exams which I didn't do but I wish I did. #tCF2020,https://thecourseforum.com/course/327/333/,0.7349,Positive
BIOL,STEM,BIOL 3030,Updated 11/30/22,5.0,"If you can, TAKE THIS CLASS WITH DEPPMANN!! This was the last class I had to take to finish my biology major and pre-health requirements and it's the most fair, appropriately paced, and enjoyable upper-level STEM class I have taken at UVA. Deppmann listened to us and was willing to help us more than any teacher i've met in any department. And as pre-health students know, that's especially rare to find someone so accommodating in the biology department. Yay Deppmann!",https://thecourseforum.com/course/11773/338/,0.9094,Positive
BIOL,STEM,BIOL 3030,Updated 12/13/22,5.0,"Professor Deppmann is the best!! The reviews for this class were so horrible so I was scared to take it, but he made the information much easier to understand and learn effectively. I am so glad I took biochem with him and if you can you should too. The grade breakdown was 5% HW, 10% adaptive quizzes, and 85% exams (4 of them, 1 dropped). Most people in the class got As or A-s, which is unheard of in a high level biology class. This class is definitely not easy, but it is much more pleasant with a competent professor. GOAT Deppmann for sure",https://thecourseforum.com/course/11773/338/,0.9762,Positive
BIOL,STEM,BIOL 3030,Updated 12/06/23,3.67,"Based on what I have heard from friends who took biochemistry with other instructors, I would definitely recommend taking it with Deppmann if you can. He is kind and cares about his students, as well as silly which always makes class more interesting.Grades were made up of 4 exams (5 total, one drop), 2-3 homework assignments due each Sunday (with 2 drops), and weekly adaptive quizzes (1 drop). For the homework and quizzes, your accuracy on quizzes/number of question attempts on homework does not affect your grade as long as you complete the assignment. The exams were all multiple choice, in person, on a scantron and paper, and were pretty manageable if you studied your material and prepared. There was also extra credit offered at every discussion section (once a week, 2 hours) and each point would give you an extra +1% point on the following exam.Deppmann was always very understanding and would take the class' opinions into account when making decisions about the course. He reworked the days we learned chapters to give us off on the Tuesday before Thanksgiving and also listened to our input and changed the final exam from cumulative to non-cumulative. I would recommend taking this class with him. It is definitely very doable, but will take some work to do well. #tCFF23",https://thecourseforum.com/course/11773/338/,0.9138,Positive
BIOL,STEM,BIOL 3030,Updated 12/08/23,5.0,"Take this class with Deppmann! He is very understanding and cares about his students. This class is much more relaxed than the other two biochem classes you could take, and his exams are very straightforward (never trying to trick you). You get an exam drop too which is really nice!#tCFF23",https://thecourseforum.com/course/11773/338/,0.7498,Positive
BIOL,STEM,BIOL 3030,Updated 12/15/23,4.33,This was probably the simplest and most pleasant biology class I've ever taken at UVA and Professor Deppmann is a wonderful professor. He was always super understanding and helpful. He is also very humble and was always willing to admit when a question on an exam was unfair. Professor Deppmann's exams were not too bad and he was always available via Piazza and OH for questions. The discussion section was optional but typically offered extra credit for exams but I didn't always find it super helpful but they are working out some new ways to make it more engaging so I would give it a chance.Grade breakdown was 85% of 5 exams (one drop including final) and 15% of homework and online quizzes (all participation-based). This class is super doable because each exam has about 6 lectures worth of material and with enough studying an A is possible. Would definitely recommend this class for pre-meds looking for a lighter course load biochem class.#tCFFall23,https://thecourseforum.com/course/11773/338/,0.9884,Positive
BIOL,STEM,BIOL 3030,Updated 12/31/23,3.33,"This is a very difficult course. This was the first time Professor Deppmann had taught this course, but he did so very well I thought. I think overall the content is very hard to deliver, so it is on the student to work through and understand it for exams. The textbook was VERY USEFUL so is a necessary read, with lecture supplementing the textbook. The professor tried to make the content interesting, often incorporating jokes and entertainment (with breaks!) throughout lecture. Overall this class is a necessary evil, but the professor makes it at least somewhat manageable.",https://thecourseforum.com/course/11773/338/,0.9001,Positive
BIOL,STEM,BIOL 3030,Updated 1/18/24,4.33,"Deppmann is awesome. He's knowledgable, and he really cares about his students. This class has the fundamental components of a typical biology class, but he does tons of fun activities during lecture so that it's less monotonous. He offers a lot of extra credit for every exam during the discussion section (which are also really hands on and involved). On that note, his exams are incredibly fair. If you study, you will for sure do well on the exam (not something I can say for all biology classes at UVA). This professor is determined to make you succeed. I would recommend either doing the textbook reading or focusing on lecture. His lectures follow the textbook almost to a tee, so I chose to focus on lecture and occasionally reading to supplement anything I didn't understand. There are weekly homework assignments and quizzes, but they're all completion so do them. If you work hard, you will end up with a good grade.",https://thecourseforum.com/course/11773/338/,0.9877,Positive
BIOL,STEM,BIOL 3030,Updated 7/25/24,4.0,Prof Deppmann is the best - he truly cares about his students and made the lectures engaging and related to things we could understand. He is such a fun professor. The tests were not bad at all - the average was 87 and there were 5 exams but only 4 counted for 85% of ur grade - the rest of 15% is based on completion of hws and quizzes (can u get 1 drop)if u forget. Extra credit opportunities were offered for each exam (with 2-3 maximum) and rounding up grade if 0.5. He goes kind of fast in lecture so would recommend reading chapters beforehand and taking notes and have lecture notes add anything u missed.,https://thecourseforum.com/course/11773/338/,0.9192,Positive
BIOL,STEM,BIOL 3030,Updated 12/08/24,3.67,"Deppmann’s a really sweet professor and he’s always telling jokes and stories. He realllly likes using chatgbt and AI for things and it’s kind of hard to prepare for his exam as he says “everything is fair game” and will literally put a question on a topic that was on one slide or page of the textbook! He even said he was making the course harder compared to previous years so good luck!Grade breakdown: homework - 5% | quizzes - 10% | exams (5, all multiple choice, can drop one) - 85%The homework and quizzes were basically completion grades and he gives out extra credit (by %, not points) for each exam by going to discussions and signing up for a bonus assignment. We were also given a few drop opportunities for homework and quizzes. Lectures were not recorded and basically are laid out the same as the textbook, but I think the textbook was better to get an understanding of what we were learning. Just going to lecture and taking notes may not be enough to get a good grade out of this class as he breezes through the slides. The exam was a mix of memorization and application questions, and definitely memorize the general chemical structure of things because he’s willing to put those on exams too. I found his exams much more straightforward than most other bio classes I've taken.Deppmann is a genuine professor who isn’t trying to fail anyone and really does try his best to be accommodating and understanding when things go wrong. Overall, I would say this class was one of the easier bio classes you could take at UVA (compared to something like cell bio), so I would recommend it as an elective! #tCFF24",https://thecourseforum.com/course/11773/338/,0.9828,Positive
